ipsource,entropy ipdest,entropy portdst,ipdest,portdest
81.22.45.234,2.75,0.954434002924965,"['193.194.76.238', '193.194.76.230', '193.194.76.242', '193.194.76.236', '193.194.76.239', '193.194.76.224', '193.194.76.230', '193.194.76.231']","[9354, 9354, 9354, 9354, 9354, 3410, 3410, 3410]"
81.22.45.239,4.905291226343078,3.922822271370488,"['193.194.76.253', '193.194.76.254', '193.194.76.227', '193.194.76.225', '193.194.76.232', '193.194.76.239', '193.194.76.251', '193.194.76.243', '193.194.76.251', '193.194.76.239', '193.194.76.237', '193.194.76.252', '193.194.76.254', '193.194.76.238', '193.194.76.231', '193.194.76.236', '193.194.76.222', '193.194.76.229', '193.194.76.236', '193.194.76.223', '193.194.76.241', '193.194.76.229', '193.194.76.231', '193.194.76.227', '193.194.76.240', '193.194.76.244', '193.194.76.253', '193.194.76.252', '193.194.76.237', '193.194.76.254', '193.194.76.224', '193.194.76.234', '193.194.76.223', '193.194.76.249', '193.194.76.242', '193.194.76.254', '193.194.76.242', '193.194.76.246', '193.194.76.224', '193.194.76.232', '193.194.76.223', '193.194.76.233', '193.194.76.226', '193.194.76.228', '193.194.76.239', '193.194.76.252', '193.194.76.240', '193.194.76.222', '193.194.76.229', '193.194.76.241', '193.194.76.249', '193.194.76.238', '193.194.76.239', '193.194.76.251', '193.194.76.228', '193.194.76.241', '193.194.76.237', '193.194.76.234', '193.194.76.225', '193.194.76.229', '193.194.76.226', '193.194.76.231', '193.194.76.227', '193.194.76.226', '193.194.76.249', '193.194.76.250', '193.194.76.252', '193.194.76.231', '193.194.76.245', '193.194.76.233', '193.194.76.241', '193.194.76.222', '193.194.76.233', '193.194.76.227', '193.194.76.248', '193.194.76.254', '193.194.76.237', '193.194.76.249', '193.194.76.247', '193.194.76.223', '193.194.76.244', '193.194.76.251', '193.194.76.242', '193.194.76.235', '193.194.76.227', '193.194.76.230', '193.194.76.243', '193.194.76.236', '193.194.76.252', '193.194.76.225', '193.194.76.227', '193.194.76.254', '193.194.76.230', '193.194.76.247', '193.194.76.225', '193.194.76.236', '193.194.76.246', '193.194.76.231', '193.194.76.226', '193.194.76.242', '193.194.76.241', '193.194.76.250', '193.194.76.232', '193.194.76.234', '193.194.76.249', '193.194.76.240', '193.194.76.250', '193.194.76.229', '193.194.76.246', '193.194.76.249', '193.194.76.228', '193.194.76.244', '193.194.76.237', '193.194.76.239', '193.194.76.227']","[25668, 25668, 25668, 7790, 34554, 7790, 34554, 34554, 7790, 8839, 34554, 34554, 7790, 8839, 34554, 34554, 34554, 34554, 8839, 34554, 34554, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 8839, 21028, 21028, 21028, 8898, 8898, 8898, 8898, 8898, 8898, 8898, 8898, 8898, 8898, 8898, 7789, 7789, 3903, 7789, 3903, 39389, 3903, 3903, 39389, 39389, 21028, 39389, 39389, 21028, 7981, 64789, 50011, 50011, 50011, 50011, 50011, 2430, 2430, 2430, 2430, 2430, 10800, 2430, 2430, 2430, 2430, 2430, 10800, 2430, 10800, 10800, 2430, 2430, 2430, 10800, 10793, 10793, 60031, 60031, 60031, 60031, 60031, 3318, 3318, 3318, 3318, 3318, 3318, 3318, 3318, 8008, 8008, 8008, 8008, 54956, 54956, 54956, 54956, 54956, 54956, 54956]"
81.22.45.251,4.9870259726764985,3.1812080743240903,"['193.194.76.236', '193.194.76.230', '193.194.76.239', '193.194.76.232', '193.194.76.224', '193.194.76.222', '193.194.76.225', '193.194.76.246', '193.194.76.241', '193.194.76.248', '193.194.76.232', '193.194.76.235', '193.194.76.225', '193.194.76.233', '193.194.76.250', '193.194.76.246', '193.194.76.240', '193.194.76.223', '193.194.76.245', '193.194.76.237', '193.194.76.224', '193.194.76.226', '193.194.76.253', '193.194.76.238', '193.194.76.227', '193.194.76.244', '193.194.76.248', '193.194.76.243', '193.194.76.254', '193.194.76.240', '193.194.76.236', '193.194.76.241', '193.194.76.226', '193.194.76.251', '193.194.76.227', '193.194.76.235', '193.194.76.239', '193.194.76.248', '193.194.76.230', '193.194.76.245', '193.194.76.247', '193.194.76.246', '193.194.76.225', '193.194.76.222', '193.194.76.241', '193.194.76.236', '193.194.76.232', '193.194.76.233', '193.194.76.241', '193.194.76.237', '193.194.76.239', '193.194.76.225', '193.194.76.244', '193.194.76.240', '193.194.76.223', '193.194.76.251', '193.194.76.243', '193.194.76.227', '193.194.76.236', '193.194.76.242', '193.194.76.246', '193.194.76.233', '193.194.76.250', '193.194.76.234', '193.194.76.249', '193.194.76.245', '193.194.76.247', '193.194.76.231', '193.194.76.230', '193.194.76.238', '193.194.76.228', '193.194.76.248', '193.194.76.235', '193.194.76.244', '193.194.76.239', '193.194.76.228', '193.194.76.243', '193.194.76.225', '193.194.76.227', '193.194.76.249', '193.194.76.250', '193.194.76.229', '193.194.76.223', '193.194.76.231', '193.194.76.241', '193.194.76.253', '193.194.76.254', '193.194.76.237', '193.194.76.236', '193.194.76.234', '193.194.76.235', '193.194.76.248', '193.194.76.233', '193.194.76.245', '193.194.76.226', '193.194.76.232', '193.194.76.222', '193.194.76.222', '193.194.76.251', '193.194.76.227', '193.194.76.240', '193.194.76.226', '193.194.76.222', '193.194.76.237', '193.194.76.246', '193.194.76.224', '193.194.76.223', '193.194.76.242', '193.194.76.228', '193.194.76.249', '193.194.76.238', '193.194.76.242', '193.194.76.224', '193.194.76.251', '193.194.76.240', '193.194.76.247', '193.194.76.252', '193.194.76.246', '193.194.76.235', '193.194.76.254', '193.194.76.241', '193.194.76.248', '193.194.76.227', '193.194.76.252', '193.194.76.242', '193.194.76.232', '193.194.76.247', '193.194.76.245', '193.194.76.232', '193.194.76.240', '193.194.76.228', '193.194.76.250', '193.194.76.234', '193.194.76.238', '193.194.76.225', '193.194.76.230', '193.194.76.237', '193.194.76.243', '193.194.76.241', '193.194.76.226', '193.194.76.227', '193.194.76.225', '193.194.76.236', '193.194.76.245', '193.194.76.222', '193.194.76.242', '193.194.76.229', '193.194.76.232', '193.194.76.224', '193.194.76.228', '193.194.76.244', '193.194.76.234', '193.194.76.241', '193.194.76.233', '193.194.76.253', '193.194.76.254', '193.194.76.235', '193.194.76.246', '193.194.76.252', '193.194.76.249', '193.194.76.253', '193.194.76.229', '193.194.76.247', '193.194.76.228', '193.194.76.237', '193.194.76.226', '193.194.76.250', '193.194.76.239', '193.194.76.235', '193.194.76.244', '193.194.76.245', '193.194.76.223', '193.194.76.242', '193.194.76.236', '193.194.76.252', '193.194.76.248', '193.194.76.232', '193.194.76.225']","[5927, 5927, 5927, 5927, 5927, 5927, 5927, 5927, 5927, 5927, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5930, 5925, 5930, 5930, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5920, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5919, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5921, 5921, 5928, 5928, 5928, 5928, 5928, 5928, 5928, 5928, 5928, 5928, 5928, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5918, 5921, 5921, 5922, 5921, 5922, 5921, 5921, 5921, 5921, 5921, 5922, 5921, 5921, 5921, 5921, 5921, 5922, 5922, 5921, 5921, 5921, 5921, 5921, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5800, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5922, 5920, 5917]"
81.22.45.254,4.999674920158504,3.2412853875019434,"['193.194.76.245', '193.194.76.222', '193.194.76.246', '193.194.76.237', '193.194.76.238', '193.194.76.247', '193.194.76.233', '193.194.76.235', '193.194.76.252', '193.194.76.227', '193.194.76.226', '193.194.76.240', '193.194.76.242', '193.194.76.227', '193.194.76.229', '193.194.76.241', '193.194.76.225', '193.194.76.228', '193.194.76.240', '193.194.76.251', '193.194.76.224', '193.194.76.242', '193.194.76.222', '193.194.76.254', '193.194.76.234', '193.194.76.248', '193.194.76.243', '193.194.76.246', '193.194.76.230', '193.194.76.253', '193.194.76.235', '193.194.76.245', '193.194.76.223', '193.194.76.253', '193.194.76.238', '193.194.76.224', '193.194.76.230', '193.194.76.237', '193.194.76.245', '193.194.76.225', '193.194.76.242', '193.194.76.237', '193.194.76.234', '193.194.76.243', '193.194.76.234', '193.194.76.251', '193.194.76.238', '193.194.76.236', '193.194.76.231', '193.194.76.239', '193.194.76.248', '193.194.76.224', '193.194.76.246', '193.194.76.228', '193.194.76.229', '193.194.76.232', '193.194.76.250', '193.194.76.241', '193.194.76.240', '193.194.76.228', '193.194.76.254', '193.194.76.223', '193.194.76.227', '193.194.76.239', '193.194.76.244', '193.194.76.233', '193.194.76.226', '193.194.76.253', '193.194.76.235', '193.194.76.249', '193.194.76.251', '193.194.76.252', '193.194.76.254', '193.194.76.247', '193.194.76.232', '193.194.76.249', '193.194.76.251', '193.194.76.225', '193.194.76.252', '193.194.76.242', '193.194.76.229', '193.194.76.224', '193.194.76.241', '193.194.76.243', '193.194.76.231', '193.194.76.226', '193.194.76.253', '193.194.76.253', '193.194.76.233', '193.194.76.230', '193.194.76.227', '193.194.76.223', '193.194.76.222', '193.194.76.254', '193.194.76.239', '193.194.76.232', '193.194.76.228', '193.194.76.237', '193.194.76.236', '193.194.76.246', '193.194.76.250', '193.194.76.252', '193.194.76.240', '193.194.76.245', '193.194.76.223', '193.194.76.254', '193.194.76.245', '193.194.76.232', '193.194.76.226', '193.194.76.227', '193.194.76.244', '193.194.76.250', '193.194.76.222', '193.194.76.228', '193.194.76.224', '193.194.76.251', '193.194.76.253', '193.194.76.246', '193.194.76.241', '193.194.76.243', '193.194.76.241', '193.194.76.229', '193.194.76.234', '193.194.76.230', '193.194.76.231', '193.194.76.244', '193.194.76.236', '193.194.76.228', '193.194.76.250', '193.194.76.239', '193.194.76.229', '193.194.76.241', '193.194.76.225', '193.194.76.249', '193.194.76.223', '193.194.76.231', '193.194.76.250', '193.194.76.253', '193.194.76.230', '193.194.76.243', '193.194.76.251', '193.194.76.240', '193.194.76.244', '193.194.76.248', '193.194.76.236', '193.194.76.228', '193.194.76.234', '193.194.76.226', '193.194.76.222', '193.194.76.224', '193.194.76.225', '193.194.76.237', '193.194.76.225', '193.194.76.229', '193.194.76.252', '193.194.76.254', '193.194.76.249']","[3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 32500, 32500, 32500, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33389, 33386, 33386, 33386, 33386, 1965, 1965, 1969, 9876, 1969, 1969, 9876, 1969, 1969, 1965, 1969, 1969, 1969, 9876, 1969, 1969, 1969, 1965, 1969, 9876, 1969, 1969, 1969, 1969, 1965, 1969, 1969, 1969, 1969, 1969, 1969, 1969, 1969, 1969, 1969, 1969, 1969, 1969, 1969, 3319, 7000, 3319, 7000, 3319, 3319, 3319, 3319, 3319, 3319, 3319, 3319, 7000, 3319, 3319, 3319, 3319, 3319, 7000, 3319, 3319, 3319, 3319, 3319, 3319, 3319, 3319, 3319, 3319, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 8089, 3030, 3400, 3030, 8089, 3030, 3030, 8089, 3400, 3030, 3030, 3030, 3400, 3030, 3030, 3030, 3030, 3400, 3030, 3030, 3400, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 62126, 8089, 62126, 62126, 62126, 62126, 62126, 62126]"
81.22.45.72,1.0,-0.0,"['193.194.76.244', '193.194.76.230']","[22, 22]"
81.224.102.98,-0.0,-0.0,['193.194.76.239'],[23]
81.224.95.187,-0.0,-0.0,['193.194.76.226'],[2323]
81.225.147.219,-0.0,-0.0,['193.194.76.239'],[5555]
81.236.200.99,1.0,-0.0,"['193.194.76.222', '193.194.76.247']","[5555, 5555]"
81.248.4.6,-0.0,-0.0,['193.194.76.253'],[23]
81.30.69.27,-0.0,-0.0,['193.194.76.251'],[80]
81.53.178.77,-0.0,-0.0,['193.194.76.229'],[23]
81.7.100.111,-0.0,-0.0,['193.194.76.243'],[445]
81.86.209.168,-0.0,-0.0,['193.194.76.242'],[23]
81.91.145.78,-0.0,-0.0,['193.194.76.225'],[23]
82.102.173.84,2.94770277922009,0.9910760598382222,"['193.194.76.247', '193.194.76.239', '193.194.76.241', '193.194.76.245', '193.194.76.231', '193.194.76.236', '193.194.76.242', '193.194.76.240', '193.194.76.247']","[28017, 28017, 21011, 21011, 28017, 28017, 21011, 21011, 21011]"
82.102.20.165,-0.0,-0.0,['193.194.76.227'],[10003]
82.102.85.111,-0.0,-0.0,['193.194.76.227'],[5555]
82.115.223.49,-0.0,-0.0,['193.194.76.241'],[445]
82.130.196.153,-0.0,-0.0,['193.194.76.244'],[8080]
82.144.67.201,-0.0,-0.0,"['193.194.76.223', '193.194.76.223', '193.194.76.223']","[2480, 2480, 2480]"
82.154.209.76,-0.0,-0.0,['193.194.76.241'],[5555]
82.166.183.30,-0.0,-0.0,['193.194.76.246'],[23]
82.166.238.170,1.0,-0.0,"['193.194.76.249', '193.194.76.238']","[23, 23]"
82.194.204.116,2.2516291673878226,0.6500224216483541,"['193.194.76.237', '193.194.76.223', '193.194.76.236', '193.194.76.226', '193.194.76.226', '193.194.76.222']","[23, 23, 23, 23, 2323, 23]"
82.196.123.154,-0.0,-0.0,"['193.194.76.225', '193.194.76.225']","[23, 23]"
82.202.150.47,-0.0,-0.0,['193.194.76.226'],[23]
82.207.115.180,-0.0,-0.0,['193.194.76.236'],[23]
82.207.87.234,-0.0,-0.0,['193.194.76.241'],[23]
82.221.105.6,2.75,2.75,"['193.194.76.245', '193.194.76.223', '193.194.76.244', '193.194.76.229', '193.194.76.227', '193.194.76.248', '193.194.76.223', '193.194.76.237']","[5900, 110, 3460, 25, 5900, 7548, 9100, 4949]"
82.221.105.7,3.321928094887362,3.121928094887362,"['193.194.76.240', '193.194.76.247', '193.194.76.245', '193.194.76.235', '193.194.76.251', '193.194.76.238', '193.194.76.241', '193.194.76.222', '193.194.76.229', '193.194.76.225']","[27017, 502, 16992, 1911, 13, 27017, 2379, 70, 631, 23424]"
82.221.128.73,5.044394119358454,2.321928094887362,"['193.194.76.243', '193.194.76.231', '193.194.76.250', '193.194.76.251', '193.194.76.222', '193.194.76.245', '193.194.76.233', '193.194.76.230', '193.194.76.238', '193.194.76.248', '193.194.76.242', '193.194.76.248', '193.194.76.232', '193.194.76.242', '193.194.76.239', '193.194.76.225', '193.194.76.251', '193.194.76.235', '193.194.76.253', '193.194.76.228', '193.194.76.227', '193.194.76.245', '193.194.76.244', '193.194.76.229', '193.194.76.252', '193.194.76.223', '193.194.76.241', '193.194.76.250', '193.194.76.246', '193.194.76.234', '193.194.76.246', '193.194.76.249', '193.194.76.226', '193.194.76.231', '193.194.76.237', '193.194.76.254', '193.194.76.250', '193.194.76.248', '193.194.76.224', '193.194.76.254', '193.194.76.240', '193.194.76.232', '193.194.76.249', '193.194.76.230', '193.194.76.241', '193.194.76.240', '193.194.76.244', '193.194.76.247', '193.194.76.252', '193.194.76.251', '193.194.76.226', '193.194.76.243', '193.194.76.242', '193.194.76.236', '193.194.76.245', '193.194.76.233', '193.194.76.228', '193.194.76.230', '193.194.76.224', '193.194.76.225', '193.194.76.227', '193.194.76.249', '193.194.76.252', '193.194.76.236', '193.194.76.234', '193.194.76.226', '193.194.76.224', '193.194.76.246', '193.194.76.243', '193.194.76.232', '193.194.76.242', '193.194.76.236', '193.194.76.231', '193.194.76.235', '193.194.76.248', '193.194.76.231', '193.194.76.245', '193.194.76.238', '193.194.76.226', '193.194.76.229', '193.194.76.237', '193.194.76.252', '193.194.76.236', '193.194.76.239', '193.194.76.240', '193.194.76.228', '193.194.76.233', '193.194.76.229', '193.194.76.225', '193.194.76.243', '193.194.76.241', '193.194.76.223', '193.194.76.247', '193.194.76.239', '193.194.76.240', '193.194.76.238', '193.194.76.230', '193.194.76.222', '193.194.76.251', '193.194.76.228', '193.194.76.228', '193.194.76.241', '193.194.76.244', '193.194.76.236', '193.194.76.234', '193.194.76.232', '193.194.76.227', '193.194.76.242', '193.194.76.246', '193.194.76.253', '193.194.76.251', '193.194.76.234', '193.194.76.222', '193.194.76.235', '193.194.76.229', '193.194.76.254', '193.194.76.239', '193.194.76.245', '193.194.76.240', '193.194.76.232', '193.194.76.244', '193.194.76.250', '193.194.76.247', '193.194.76.237', '193.194.76.225', '193.194.76.249', '193.194.76.243', '193.194.76.224', '193.194.76.241', '193.194.76.226', '193.194.76.231', '193.194.76.253', '193.194.76.238', '193.194.76.233', '193.194.76.230', '193.194.76.223', '193.194.76.248', '193.194.76.252', '193.194.76.253', '193.194.76.229', '193.194.76.253', '193.194.76.237', '193.194.76.254', '193.194.76.244', '193.194.76.250', '193.194.76.224', '193.194.76.225', '193.194.76.254', '193.194.76.247', '193.194.76.227', '193.194.76.246', '193.194.76.235', '193.194.76.249', '193.194.76.223', '193.194.76.233', '193.194.76.222', '193.194.76.239', '193.194.76.238', '193.194.76.227', '193.194.76.235', '193.194.76.247', '193.194.76.234', '193.194.76.223', '193.194.76.237', '193.194.76.222']","[4786, 4786, 4786, 4786, 4786, 4786, 4786, 4786, 4786, 4786, 4786, 2022, 2022, 2022, 2022, 2022, 2022, 2022, 2022, 22, 2022, 2022, 2022, 2022, 22, 2022, 22, 22, 2022, 2022, 22, 22, 2022, 22, 2022, 2022, 2022, 22, 2022, 22, 2022, 22, 2022, 2022, 2022, 22, 22, 2022, 2022, 22, 22, 22, 22, 22, 22, 22, 2022, 22, 22, 22, 222, 222, 222, 2022, 222, 222, 222, 222, 2022, 222, 222, 222, 222, 222, 222, 2022, 222, 2022, 4786, 4786, 4786, 4786, 4786, 4786, 4786, 2222, 222, 222, 222, 222, 222, 222, 222, 222, 222, 222, 222, 222, 222, 222, 4786, 4786, 4786, 2222, 4786, 4786, 2222, 2222, 2222, 4786, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 22, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 22, 222, 222, 222, 222, 222, 4786, 4786, 4786, 4786, 4786, 4786, 4786, 4786, 4786, 2022, 2022, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
82.239.181.163,-0.0,-0.0,['193.194.76.242'],[81]
82.49.150.104,-0.0,-0.0,['193.194.76.250'],[5431]
82.63.14.171,-0.0,-0.0,['193.194.76.235'],[23]
82.64.81.51,1.0,-0.0,"['193.194.76.239', '193.194.76.225']","[445, 445]"
82.99.217.92,1.0,-0.0,"['193.194.76.230', '193.194.76.228']","[445, 445]"
83.110.3.5,-0.0,-0.0,['193.194.76.251'],[445]
83.14.216.172,-0.0,-0.0,['193.194.76.239'],[23]
83.143.246.30,-0.0,-0.0,['193.194.76.230'],[2082]
83.147.241.223,-0.0,-0.0,['193.194.76.226'],[23]
83.169.224.138,2.321928094887362,-0.0,"['193.194.76.228', '193.194.76.231', '193.194.76.252', '193.194.76.222', '193.194.76.224']","[445, 445, 445, 445, 445]"
83.17.181.85,-0.0,-0.0,['193.194.76.251'],[445]
83.191.183.6,1.0,-0.0,"['193.194.76.228', '193.194.76.242']","[23, 23]"
83.191.188.81,-0.0,-0.0,['193.194.76.248'],[23]
83.20.108.254,-0.0,-0.0,['193.194.76.250'],[23]
83.209.110.78,-0.0,-0.0,['193.194.76.223'],[23]
83.209.123.86,-0.0,-0.0,['193.194.76.254'],[5555]
83.209.249.234,-0.0,-0.0,"['193.194.76.234', '193.194.76.234']","[23, 23]"
83.219.146.181,-0.0,-0.0,['193.194.76.247'],[8080]
83.220.183.243,-0.0,-0.0,['193.194.76.248'],[445]
83.226.243.170,-0.0,-0.0,['193.194.76.226'],[5555]
83.23.139.16,-0.0,-0.0,['193.194.76.250'],[23]
83.23.83.248,1.0,1.0,"['193.194.76.247', '193.194.76.232']","[2323, 23]"
83.233.197.93,-0.0,-0.0,['193.194.76.235'],[22]
83.233.99.22,-0.0,1.0,"['193.194.76.226', '193.194.76.226']","[23, 2323]"
83.242.109.13,-0.0,-0.0,['193.194.76.253'],[23]
83.248.176.208,-0.0,-0.0,['193.194.76.224'],[23]
83.249.158.170,-0.0,-0.0,"['193.194.76.228', '193.194.76.228', '193.194.76.228']","[5555, 5555, 5555]"
83.249.91.91,-0.0,-0.0,"['193.194.76.246', '193.194.76.246', '193.194.76.246']","[5555, 5555, 5555]"
83.252.35.222,-0.0,-0.0,['193.194.76.237'],[23]
83.252.9.247,-0.0,-0.0,['193.194.76.243'],[23]
83.253.193.162,-0.0,-0.0,['193.194.76.231'],[37215]
83.69.183.156,-0.0,-0.0,['193.194.76.236'],[23]
84.129.142.161,-0.0,-0.0,['193.194.76.231'],[23]
84.167.209.64,-0.0,-0.0,['193.194.76.226'],[22]
84.213.176.207,-0.0,-0.0,['193.194.76.230'],[2323]
84.214.54.72,-0.0,-0.0,['193.194.76.229'],[23]
84.238.118.101,-0.0,-0.0,"['193.194.76.236', '193.194.76.236', '193.194.76.236']","[5555, 5555, 5555]"
84.241.26.173,-0.0,-0.0,['193.194.76.238'],[8080]
84.241.35.139,-0.0,-0.0,"['193.194.76.233', '193.194.76.233', '193.194.76.233', '193.194.76.233']","[80, 80, 80, 80]"
84.253.98.52,-0.0,-0.0,['193.194.76.239'],[445]
84.51.52.134,-0.0,-0.0,['193.194.76.238'],[23]
84.54.147.233,-0.0,-0.0,['193.194.76.235'],[23]
84.95.58.53,-0.0,-0.0,['193.194.76.233'],[23]
85.100.42.117,-0.0,-0.0,['193.194.76.230'],[23]
85.104.58.25,-0.0,-0.0,['193.194.76.246'],[8080]
85.105.221.222,-0.0,-0.0,['193.194.76.239'],[23]
85.105.246.228,-0.0,-0.0,['193.194.76.246'],[23]
85.11.48.90,-0.0,-0.0,['193.194.76.241'],[23]
85.121.137.93,-0.0,-0.0,['193.194.76.252'],[23]
85.132.79.110,4.247927513443585,-0.0,"['193.194.76.251', '193.194.76.254', '193.194.76.237', '193.194.76.231', '193.194.76.253', '193.194.76.225', '193.194.76.243', '193.194.76.227', '193.194.76.234', '193.194.76.252', '193.194.76.249', '193.194.76.239', '193.194.76.238', '193.194.76.245', '193.194.76.229', '193.194.76.228', '193.194.76.246', '193.194.76.247', '193.194.76.226']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
85.172.79.25,3.8073549220576055,-0.0,"['193.194.76.252', '193.194.76.230', '193.194.76.246', '193.194.76.247', '193.194.76.231', '193.194.76.225', '193.194.76.242', '193.194.76.234', '193.194.76.248', '193.194.76.240', '193.194.76.226', '193.194.76.249', '193.194.76.228', '193.194.76.236']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
85.187.215.137,1.0,-0.0,"['193.194.76.247', '193.194.76.250']","[22, 22]"
85.204.217.14,-0.0,-0.0,"['193.194.76.226', '193.194.76.226', '193.194.76.226', '193.194.76.226', '193.194.76.226']","[80, 80, 80, 80, 80]"
85.240.178.4,-0.0,-0.0,['193.194.76.244'],[5555]
85.241.96.68,-0.0,-0.0,['193.194.76.242'],[23]
85.248.29.2,-0.0,-0.0,['193.194.76.222'],[5555]
85.48.167.54,-0.0,-0.0,['193.194.76.246'],[23]
85.52.166.162,-0.0,-0.0,"['193.194.76.250', '193.194.76.250', '193.194.76.250', '193.194.76.250']","[23, 23, 23, 23]"
85.89.184.84,-0.0,-0.0,['193.194.76.229'],[23]
85.96.182.209,-0.0,-0.0,['193.194.76.238'],[23]
86.107.24.245,-0.0,-0.0,['193.194.76.234'],[23]
86.108.102.2,-0.0,-0.0,['193.194.76.225'],[23]
86.108.103.184,-0.0,-0.0,['193.194.76.223'],[23]
86.108.12.116,-0.0,-0.0,['193.194.76.222'],[8080]
86.108.2.74,-0.0,-0.0,['193.194.76.227'],[23]
86.108.24.26,-0.0,-0.0,['193.194.76.227'],[23]
86.108.43.85,-0.0,-0.0,['193.194.76.242'],[23]
86.108.5.246,-0.0,-0.0,['193.194.76.252'],[23]
86.108.99.183,-0.0,-0.0,['193.194.76.234'],[23]
86.110.163.220,-0.0,-0.0,['193.194.76.246'],[23]
86.126.108.84,-0.0,-0.0,['193.194.76.227'],[23]
86.172.64.155,-0.0,-0.0,['193.194.76.229'],[80]
86.5.138.33,-0.0,-0.0,['193.194.76.232'],[2323]
86.61.77.254,-0.0,-0.0,['193.194.76.250'],[23]
86.91.66.155,-0.0,-0.0,['193.194.76.231'],[22]
87.106.219.57,2.807354922057604,-0.0,"['193.194.76.245', '193.194.76.236', '193.194.76.234', '193.194.76.224', '193.194.76.225', '193.194.76.247', '193.194.76.253']","[445, 445, 445, 445, 445, 445, 445]"
87.110.17.187,-0.0,-0.0,['193.194.76.241'],[5555]
87.110.70.36,-0.0,-0.0,['193.194.76.226'],[5555]
87.116.151.251,-0.0,-0.0,['193.194.76.241'],[23]
87.17.148.254,-0.0,-0.0,"['193.194.76.230', '193.194.76.230', '193.194.76.230', '193.194.76.230', '193.194.76.230', '193.194.76.230']","[23, 23, 23, 23, 23, 23]"
87.197.174.8,-0.0,-0.0,['193.194.76.250'],[23]
87.198.47.82,-0.0,-0.0,['193.194.76.233'],[22]
87.20.147.242,-0.0,-0.0,['193.194.76.231'],[23]
87.239.243.139,-0.0,-0.0,['193.194.76.231'],[23]
87.27.220.119,-0.0,-0.0,['193.194.76.247'],[5555]
87.96.130.90,-0.0,-0.0,"['193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225', '193.194.76.225']","[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]"
88.129.208.44,1.0,-0.0,"['193.194.76.247', '193.194.76.233']","[37215, 37215]"
88.135.125.153,-0.0,-0.0,['193.194.76.232'],[8080]
88.135.39.78,-0.0,-0.0,['193.194.76.226'],[445]
88.147.109.191,-0.0,-0.0,['193.194.76.225'],[80]
88.148.68.55,0.8112781244591328,-0.0,"['193.194.76.249', '193.194.76.233', '193.194.76.233', '193.194.76.233']","[5555, 5555, 5555, 5555]"
88.208.3.143,-0.0,-0.0,['193.194.76.234'],[5984]
88.214.27.11,1.0,-0.0,"['193.194.76.234', '193.194.76.250']","[445, 445]"
